id,number
517658,1
668537,1
815188,1
578509,1
589945,1
847038,1
871972,1
819649,1
1027556,1
1000018586,1
1000018585,1
758848,1
746718,1
797336,1
959453,1
1000030111,1
1000030112,1
6405,2
18840,2
70288,2
26818,2
12734,1
62825,2
80775,1
183834,1
96348,1
11702,1
107568,1
11703,1
13797,4
111326,4
446292,1
52916,1
33739,1
34275,1
16641,4
49022,1
49108,1
86482,1
152419,1
157689,1
215001,1
446288,1
446289,1
446294,1
199447,1
242953,1
250415,1
431339,1
431341,1
431346,1
431348,1
431351,1
431718,1
431720,1
431721,1
436931,1
438039,1
446290,1
9685,5
5180,2
236,1
8766,2
8801,1
237,3
28985,3
68415,1
185213,2
103776,1
103777,1
468193,1
67670,4
146303,1
151344,1
151353,1
55635,1
82928,1
119888,1
119894,1
151354,1
151355,1
119895,1
60341,1
115220,1
71582,1
151363,1
151364,1
126143,1
118583,1
119824,1
78167,1
151367,1
56301,1
107901,1
120242,1
117191,2
125995,1
151369,1
151370,1
107867,1
151371,1
98581,1
1831,6
3108,8
13210,3
17420,7
320,5
11166,1
31928,1
78817,2
1456,2
15280,8
15495,8
5010,3
195970,1
69153,1
7069,1
6119,1
531810,1
60934,2
136437,1
22927,1
72262,4
238581,2
166782,1
17086,1
420524,1
54293,1
1000021844,1
805385,1
97604,2
200576,3
90379,1
22901,6
14017,2
41623,3
891573,1
19053,7
64733,1
646346,2
32776,1
14011,1
101445,1
231097,1
231096,1
539025,2
556072,1
73949,1
672181,1
441050,2
642012,1
681456,1
954577,1
829352,1
757304,1
944603,2
956199,1
811435,1
638217,1
561427,1
17246,5
642521,2
191011,1
896437,1
637890,1
1000031413,1
472,10
19155,1
27842,3
27843,1
19540,3
27844,2
22533,4
32977,2
52425,1
52427,1
52430,4
52431,1
52418,1
66323,1
66322,1
20942,1
21440,5
471680,1
47967,2
472261,1
198382,1
139266,1
464635,1
2177,1
40477,1
1030,3
66655,2
434849,1
104307,1
104306,1
79617,1
29201,1
24475,1
124824,1
40027,1
94590,1
104305,1
69101,1
80750,1
69447,1
10523,1
157611,1
57883,1
75109,1
77999,1
45182,1
3592,1
8574,1
29662,1
50804,1
90640,1
104369,1
104955,1
111882,1
116735,2
116881,1
181909,1
183606,1
225946,1
404060,1
433452,1
437570,1
443608,1
446670,1
448415,1
448906,1
450273,1
483544,1
469630,1
468779,1
479437,1
675,1
448229,1
482994,1
475773,1
463740,1
5311,3
1067,1
22427,2
60038,2
973,3
6994,2
28587,2
61597,4
99417,1
488862,2
430926,1
449578,1
172409,1
601849,1
213034,1
208657,1
600615,1
210651,1
654431,1
79017,1
127782,2
615045,1
83698,1
607437,2
6527,19
2372,5
2764,4
95212,1
13561,3
54849,3
96192,1
42336,5
31258,2
96193,1
96195,2
49796,1
13341,7
239345,1
96162,1
96196,1
96197,1
96198,1
96200,1
96201,1
96202,1
96203,1
96199,1
429889,1
468415,1
1158,1
1509,2
15657,1
1512,2
3461,2
10759,1
1511,1
1529,3
18319,2
4894,2
72991,3
1327,1
2770,1
16960,4
43716,3
35761,1
49859,2
35948,1
1527,1
100644,1
83505,1
137913,2
25855,1
154325,1
147429,2
228058,1
54523,1
35991,1
39514,3
76876,2
76184,1
104317,1
35609,1
165567,1
99244,1
193502,1
1414,1
2653,1
1563,1
2847,1
718,1
3785,1
6802,1
16663,1
7501,1
27997,1
30889,1
54918,1
66947,1
402018,1
475495,1
989,1
69560,1
98769,1
444122,1
480324,1
15756,1
181224,1
17580,3
96387,1
82219,1
62642,1
7544,1
21292,1
96385,2
25314,1
96389,1
96390,1
96391,1
96392,1
150353,1
180610,1
96388,1
96386,1
96595,1
222195,4
2376,3
839686,8
1188,3
512001,3
859997,3
799612,3
95515,1
1000004728,1
114,3
2815,2
2114,1
529,1
52556,1
51999,4
39529,1
4825,1
10902,3
44832,1
72986,2
13422,2
4824,1
14797,1
21549,11
65942,2
85563,1
142363,3
154272,1
48375,1
102053,2
145873,1
168968,1
479313,1
239936,1
448573,2
91443,1
148041,1
166288,1
428330,1
428333,1
447493,1
1000013612,1
1920,4
3892,1
976,2
73825,1
721,3
1050,5
11644,4
33051,2
26247,5
11533,1
3051,1
11195,1
3913,1
230961,1
10266,1
90229,1
8242,1
57286,2
49818,3
145437,1
37383,1
248546,1
5708,1
39512,1
142143,1
91929,1
49445,3
9481,4
92909,2
781,1
3810,1
147761,1
73004,1
253554,1
756318,1
31683,2
4141,3
81964,1
16419,1
59687,1
95018,1
91228,1
263,5
11563,1
62334,1
82490,1
162013,1
111782,2
199637,1
484535,2
533561,1
143990,1
3276,4
1160,2
93147,1
3277,1
3609,2
3269,1
149205,5
11738,2
6417,3
156531,2
760392,1
586132,1
19781,3
3628,2
105013,1
104785,2
440117,1
87517,1
110499,1
184222,1
853489,1
157641,1
12186,2
713206,1
413650,1
448841,2
415467,2
466817,1
572112,1
789899,1
110729,1
136930,2
701014,1
412502,1
445381,1
110511,1
897199,1
763544,1
488651,1
909640,1
988119,1
988120,1
988121,1
252679,1
698486,1
1000015181,1
13471,6
3126,1
520448,1
936738,1
172537,2
140017,1
30420,3
819612,1
764862,1
887328,2
964095,1
1027890,1
269064,1
954300,1
34515,8
964770,1
168391,1
217315,1
104276,2
400326,1
790737,2
57329,1
973839,1
902285,1
898555,1
882367,1
1000001399,1
1000006149,1
1000006150,1
1000006151,1
1000006152,1
1000006153,1
262170,1
802486,1
1000001407,1
1000001395,1
1000001396,1
1000001401,1
1000001402,1
1000001403,1
1000001405,1
1000001406,1
38766,12
21316,3
11131,1
54743,2
18473,1
2079,3
566907,1
607527,2
72976,1
14412,1
506290,2
663316,3
862480,1
864536,1
696301,1
92605,1
862300,1
784951,1
6296,1
793453,1
811473,1
56406,2
648447,1
149341,1
512373,1
208975,1
805985,2
77137,1
974011,1
939868,2
578356,1
997035,1
756897,1
1585,1
1586,1
1587,1
3288,1
49815,2
31102,1
81387,2
263289,2
90653,1
90654,2
586933,1
585602,2
586934,1
67544,1
186563,1
140,3
1657,2
340,2
36406,3
39219,1
32887,3
5660,2
38566,1
83447,1
142324,2
579967,1
129332,1
540309,1
927157,2
1013131,1
1201,1
926,1
3326,1
1038,1
86,1
54310,1
2182,1
67513,1
8679,1
66076,1
49473,1
85693,1
136664,2
140591,1
441160,1
451991,1
703,3
1051,1
1357,1
13426,1
18481,2
242582,1
128222,1
168005,1
21750,7
95475,6
145460,1
155706,1
141849,5
8338,4
31384,4
143951,3
154503,2
139932,1
154703,1
18775,1
32946,6
150358,2
155711,3
155716,2
188597,1
155720,1
95823,1
13562,2
22223,3
59424,1
5083,10
499956,2
498802,1
154500,1
154501,1
154502,1
154701,1
155722,1
28839,1
155724,1
155725,1
28840,1
660,4
144248,1
119910,2
168198,2
3087,1
25756,2
62395,2
488790,1
934341,1
517990,1
15189,4
83117,1
36517,3
796041,2
1905,5
698248,1
415801,1
426544,1
237372,1
199808,5
110859,1
765486,1
451532,1
755908,2
971555,1
189631,1
168030,3
134724,1
519510,1
43432,1
407311,1
101212,2
884254,1
523520,1
494459,1
809894,1
218043,2
576121,1
35677,1
981217,1
981218,1
981219,1
511375,1
981220,1
981221,1
95010,2
14947,6
15363,1
15364,1
15365,1
15366,1
15367,1
162096,1
162097,1
162094,1
162095,1
162101,1
162103,1
162104,1
15361,1
439508,1
471890,1
32799,8
5595,3
592825,1
448186,1
466551,1
8512,1
108179,2
107405,1
228988,1
140529,1
117746,1
122560,1
545212,1
692240,1
692241,1
629023,1
443354,1
56269,1
708953,1
58525,1
635745,1
692244,1
692243,1
708946,1
692242,1
708950,1
708951,1
708952,1
708954,1
708955,1
708956,1
703321,1
708957,1
708958,1
708959,1
708960,1
708961,1
708962,1
129247,2
143352,1
97069,1
97073,1
97072,1
97674,1
97074,1
148976,1
436636,1
448127,1
448192,1
97070,1
97075,1
133165,1
136907,1
431227,1
436682,1
448125,1
484966,1
4599,1
3887,1
5661,1
876352,1
213564,2
32765,2
8504,1
802430,1
617065,1
96729,1
44312,1
582211,2
602703,1
742283,1
695805,1
553221,1
77973,3
142926,2
666388,1
600322,1
853552,1
581113,1
990919,1
971951,1
1009671,1
1000007964,1
1000007965,1
539544,1
1000007972,1
910914,1
1000007653,1
1026783,1
505829,1
1000007968,1
1000007967,1
1000007971,1
1000007966,1
1000007969,1
1000007970,1
980301,1
795445,2
4062,7
716322,1
55191,1
237196,1
23482,1
897907,1
187490,1
152376,2
60217,4
797362,1
198987,1
718512,1
897908,1
618706,1
597957,1
921643,1
914110,1
937443,1
522816,1
1191,3
3336,2
12183,1
12184,1
12185,1
77753,1
77754,1
14843,1
5738,1
7865,1
77811,1
77812,1
13,2
129366,1
69401,1
27511,1
125573,1
112327,1
112969,1
140205,1
405278,1
405280,1
405281,1
405282,1
405286,1
405298,1
405299,1
30610,1
104482,1
218247,1
53968,1
66695,1
80488,1
109196,3
179776,1
405279,1
405283,1
405284,1
405285,1
405287,1
405289,1
405290,1
405291,1
405292,1
405293,1
405294,1
405295,1
405296,1
405297,1
405300,1
405301,1
174736,1
5369,1
174737,1
174738,1
174739,1
185005,1
174745,1
184999,1
174747,1
174768,1
890191,1
890192,1
890193,1
418415,1
890194,1
712449,1
890195,1
410399,1
890196,1
890197,1
890198,1
890199,1
797368,1
95676,4
93074,1
196092,4
105137,2
702871,1
116406,2
126182,1
127031,1
118624,1
157426,1
153683,1
109764,1
128361,1
206225,1
111922,1
104449,1
542750,2
107390,1
196256,2
113851,2
107984,1
702805,1
52253,1
210742,1
111789,2
661473,1
24728,2
183415,1
115829,1
463538,1
220759,2
56493,1
460380,1
203878,1
409222,1
583858,1
582751,1
454324,1
466824,1
702809,1
249420,1
471871,1
702814,2
649958,1
125353,1
250882,1
262965,1
119819,1
644658,1
702815,1
702816,1
680061,1
702817,1
702825,1
702827,1
702834,1
495095,1
702847,1
514985,1
702865,1
582363,1
478308,1
702868,1
693964,1
401878,1
702873,1
471935,1
615399,1
702875,1
264189,1
702877,1
702879,1
702882,1
702884,1
702886,1
702910,1
702911,1
702912,1
702913,1
702914,1
702915,1
702916,1
680055,1
702917,1
702918,1
702919,1
702920,1
702921,1
236422,1
702923,1
702924,1
631236,1
231715,4
36492,1
16966,3
4788,6
3439,3
10,7
17802,2
1422,2
173610,2
7542,4
19056,2
29666,5
20262,1
45197,1
65672,1
174090,1
112567,1
120,1
13771,1
191992,1
102187,1
525438,1
206888,2
509390,1
424635,1
480746,1
484432,1
692438,1
242186,1
571159,1
674775,1
235959,1
206067,1
1000002268,1
1000002272,1
1011119,1
892434,1
1000002267,1
1000002273,1
1000002275,1
954263,1
901764,1
1000002270,1
1000007056,1
39199,1
10070,1
410822,1
418016,1
547754,1
484082,1
486049,1
546906,1
20966,2
21376,2
2630,1
3853,1
4028,1
590358,1
25754,6
65767,1
132746,1
97024,1
60139,1
41044,2
45843,1
79042,1
145857,1
47145,1
10342,1
16518,1
48869,2
77208,1
160829,1
211726,1
218384,1
229573,1
435487,1
104277,1
636124,1
121720,1
145859,1
145861,1
433472,1
446191,1
475857,1
6290,3
99424,1
39381,1
24363,1
11118,1
3993,1
88528,1
189197,1
73126,1
18229,1
72931,3
11718,1
99425,1
6285,1
112994,1
462875,1
505381,1
17446,3
33046,3
107545,1
656476,1
136254,3
952519,1
1015742,1
2350,5
977,1
8124,12
17766,5
67487,2
14563,3
10037,1
20467,2
20607,3
175809,1
3434,2
20080,6
1938,6
57288,1
95775,1
96761,1
5079,2
17423,11
99452,2
454445,1
160886,3
198048,6
962448,1
8571,4
436215,2
694730,2
139430,4
783141,1
654524,4
940913,1
1000021439,1
1000020401,1
884658,1
912527,1
645624,1
1000015398,1
557631,1
948542,1
254735,1
412495,1
462628,1
28546,1
686885,1
723302,1
912668,1
101042,1
13929,1
970332,1
970333,1
49233,1
898398,1
54170,1
48544,1
64342,2
51618,1
107546,1
487672,1
150039,2
249144,1
212209,1
124288,1
115710,1
180325,1
107951,2
242946,2
92519,1
136219,1
479750,1
479751,1
410727,1
487670,1
410729,1
53429,3
50605,1
25788,1
194483,1
60338,1
998,2
73653,1
90661,1
8575,1
58961,1
94957,1
116798,1
77043,1
109206,1
236212,1
117771,1
113984,1
79343,1
149926,1
241745,1
183950,1
176029,1
146317,2
223287,1
236210,1
118883,2
243279,1
247836,1
247839,1
247843,1
247845,1
247685,1
117703,1
30235,1
247846,1
247847,1
247848,1
76599,1
242948,1
247849,1
81437,1
120579,1
247850,1
114338,1
247852,1
41761,1
107513,1
117513,1
213037,1
115982,1
247854,1
148053,1
247855,1
247856,1
247857,1
247858,1
247859,1
247860,1
14613,2
144531,1
171536,1
219998,1
240935,1
253705,1
433183,1
434376,1
444955,1
453360,1
471514,2
228780,7
252531,3
91434,2
454402,1
102631,11
28589,2
5074,3
775087,1
915115,1
139726,3
793925,1
577106,1
153146,3
903420,1
845074,2
711814,2
1106,3
5567,1
52978,2
5569,1
5570,1
5568,5
122231,2
33583,1
78735,1
182136,1
182137,1
182138,1
197766,1
197768,1
197769,1
197770,1
132644,2
643950,1
205038,1
11754,1
569840,1
741271,1
699068,1
793716,1
676362,1
793717,1
98751,1
244232,1
74407,1
793718,1
1577,1
4598,3
2322,1
9067,2
140519,1
7392,2
8143,1
7572,1
31939,2
6710,1
10063,1
81347,1
67142,1
14593,1
165918,1
77724,1
199441,1
69670,1
1162,2
26633,1
476773,1
405271,1
267461,1
476775,1
22868,2
699,2
1395,1
29396,1
11909,2
3557,1
50451,1
221504,1
433203,1
433204,1
433205,1
433213,1
433406,1
438404,1
439760,1
440891,1
444048,1
444905,1
445525,1
446520,1
447992,1
451871,1
464793,1
50452,1
12447,2
50453,1
50455,1
50456,1
22683,1
50457,2
50458,1
50459,1
50461,1
50464,1
50465,1
50466,1
50467,1
50469,1
22685,1
24770,1
8592,1
26802,3
50550,1
50553,1
20043,1
22684,1
50463,1
399115,1
399116,1
34304,1
40085,1
50468,1
50482,1
50569,1
50571,1
65325,1
94448,1
103811,1
106812,1
109277,1
113687,1
116540,1
121781,1
125151,1
145985,1
7754,4
486844,3
865349,2
725888,1
962656,1
1013301,1
801910,3
1000276,1
1000277,1
1000278,1
1000279,1
1000280,1
970135,1
963202,1
1000281,1
1000282,1
1000283,1
1024735,1
836753,1
617041,2
5082,1
592709,1
606024,1
784994,4
755614,1
149400,1
26945,1
965690,1
38984,1
804264,1
829279,1
683446,1
885087,1
237584,1
975197,1
954648,1
981020,1
1014656,1
874789,1
2889,5
5459,4
7186,1
2841,1
2029,7
43124,1
402887,1
65944,1
65937,1
65938,1
31352,1
4011,4
97643,2
469451,1
124878,1
24463,1
536455,1
497298,1
817291,1
585499,1
116764,1
102757,1
250169,1
109757,1
33049,1
583523,1
6179,1
1087,1
2566,5
16160,1
46639,2
10547,1
70157,1
81328,1
84998,1
94247,1
94655,1
115541,1
116713,1
168357,1
18732,4
473956,1
472269,1
467283,1
588,1
90,1
1085,1
992,1
127,2
446,4
6000,3
1112,5
6918,1
57085,1
334,1
3906,1
5793,3
96857,1
24107,1
43160,1
6927,2
10654,2
11588,1
8089,1
5048,2
9799,1
478115,1
17433,1
17434,1
17436,1
17435,1
17437,1
17438,1
27049,5
246148,2
61755,5
12206,2
644408,1
860,1
778255,1
692155,1
451911,1
5197,4
