id,title,duration,genres,year,countries,press rating,spectator rating,actors,directors,poster
1628,Le Parrain,175,"[13018, 13008]",1972,['U.S.A.'],4.6,4.6,"[375, 1825, 4466, 374, 358, 1571, 476548, 4452, 53793, 12552, 14174, 4358, 77153, 6507, 141057, 1533, 141058, 103942, 141061, 141059, 34439, 2226, 68630, 63258, 141062, 141063, 141064, 140598, 141065, 134, 7219, 41408, 60806, 59524, 72931, 9684, 77156, 112420, 125398, 708616, 141068, 40481, 125213, 132168, 117319, 116710, 195905]",[372],https://fr.web.img2.acsta.net/pictures/22/01/14/08/39/1848157.jpg
4423,French Connection,104,[13018],1972,['U.S.A.'],4.0,4.1,"[2705, 1515, 109747, 1702, 30, 3390, 69733, 40704, 26576, 132168, 421222, 65373, 10521, 95147, 182076, 177867, 244121, 267938, 439555, 441004, 484230, 481908, 457540]",[698],https://fr.web.img2.acsta.net/pictures/15/06/15/11/40/440095.jpg
37037,Patton,170,"[13027, 13008, 13014]",2002,['U.S.A.'],4.0,3.9,"[1603, 483, 931, 4451, 66227, 55852, 16415, 175253, 597, 154751, 421222, 131597]",[6602],https://fr.web.img5.acsta.net/medias/nmedia/18/71/35/91/19141387.jpg
17,Macadam Cowboy,113,[13008],1969,['U.S.A.'],3.4,4.0,"[577, 618, 98801, 27604, 6270, 6975, 59817, 39960, 1254, 107350, 832, 86707, 244563, 244564, 60295, 435299, 435300, 435301, 458739, 459615, 461675, 464483, 469087, 475328]",[16351],https://fr.web.img3.acsta.net/pictures/16/08/03/14/48/441582.jpg
19987,Oliver!,153,[13013],1998,['Grande-Bretagne'],,3.9,"[64514, 55073, 130812, 2630, 4246, 136171, 46543, 25802, 10418, 71669, 136172, 17217, 121476, 73879, 58755, 85591, 136173]",[4938],https://fr.web.img3.acsta.net/medias/nmedia/18/65/16/13/18869172.jpg
42379,Dans la chaleur de la nuit,109,"[13018, 13008]",1968,['U.S.A.'],4.4,4.1,"[6723, 1309, 2777, 10523, 4552, 12584, 52742, 7813, 52638, 49045, 509350, 43817]",[2010],https://fr.web.img2.acsta.net/medias/nmedia/18/63/29/67/20072328.jpg
26041,Un Homme pour l'éternité,120,[13015],2001,['Grande-Bretagne'],,3.6,"[5049, 10270, 734, 1542, 989, 1653, 1054, 1137, 261, 17786, 68933, 68934, 3474]",[146],https://fr.web.img6.acsta.net/medias/nmedia/18/66/23/56/19145535.jpg
238,La Mélodie du bonheur,174,"[13008, 13036, 13013]",1966,"['Grande-Bretagne', 'U.S.A.']",2.0,4.0,"[859, 860, 862, 9369, 78801, 5597, 23913, 78805, 4397, 68014, 69806, 75587, 189559, 78803, 78804, 78806, 78807, 78826, 114092, 428133, 445834, 453022]",[858],https://fr.web.img5.acsta.net/pictures/16/10/14/11/24/235855.jpg
1943,My Fair Lady,160,"[13008, 13036, 13013, 13024]",1964,['U.S.A.'],4.6,4.0,"[760, 465, 1230, 81700, 7502, 47857, 50064, 10621, 30203, 5734, 63229, 10938]",[23],https://fr.web.img6.acsta.net/pictures/17/09/26/14/18/4318889.jpg
26036,Tom Jones : de l'alcôve à la potence,128,"[13001, 13005, 13024]",1963,['Grande-Bretagne'],,2.9,"[68, 1653, 4246, 11407, 1222, 54613, 14049, 987, 96819, 9268, 34433, 39154]",[2775],https://fr.web.img5.acsta.net/medias/nmedia/18/35/11/25/aff.jpg
4749,Lawrence d'Arabie,216,"[13001, 13027]",1963,"['Grande-Bretagne', 'U.S.A.']",4.4,4.3,"[4584, 1016, 2883, 1056, 1847, 220, 4243, 6200, 29509, 142974, 229, 54546, 18403, 34380, 23716, 10701, 84783]",[728],https://fr.web.img3.acsta.net/medias/nmedia/00/02/56/04/affiche.jpg
1073,West Side Story,153,"[13002, 13013]",1962,['U.S.A.'],4.5,4.1,"[467, 3219, 1537, 2618, 3220, 39282, 11146, 85356, 85360, 73202, 40031, 24823, 85358, 85361, 85362, 236361]","[858, 3218]",https://fr.web.img3.acsta.net/medias/nmedia/18/36/35/66/18629177.jpg
2252,La Garçonnière,125,"[13002, 13024]",1960,['U.S.A.'],3.9,4.3,"[3326, 20658, 414, 9899, 67587, 67589, 71864, 5731, 5733, 67513, 67588, 5732, 478156, 23916]",[413],https://fr.web.img5.acsta.net/img/d2/a6/d2a6e942e015403e8ed8f1a427488ec3.jpg
1532,Ben-Hur,212,"[13001, 13008, 13015, 13028]",1960,['U.S.A.'],3.3,4.2,"[1045, 4244, 4243, 4245, 4246, 4247, 67477, 279, 2101, 2272, 9706, 24716, 20082, 9330, 43700, 417083, 417094, 417089, 1950, 56817, 35055, 498, 417093, 417091, 12241, 25680, 86817, 101167, 142117, 146097, 165062, 178110, 197486, 236869, 253763, 417075, 417076, 417077, 417079, 417080, 417081, 417082, 417084, 417085, 417087, 80031, 417096, 417097, 417100, 417098, 2168, 417099, 417078, 417092, 176039, 405777, 417088, 417095, 417101]",[768],https://fr.web.img5.acsta.net/medias/nmedia/18/36/25/04/20129392.jpg
3000,Gigi,116,"[13005, 13013, 13024]",2012,['U.S.A.'],2.0,3.3,"[644, 1742, 47, 7635, 7636, 5885, 2754, 29377, 3475, 67617]",[45],https://fr.web.img6.acsta.net/medias/nmedia/18/67/09/23/20326640.jpg
1602,Le Pont de la rivière Kwaï,161,"[13008, 13014]",1957,"['Grande-Bretagne', 'U.S.A.']",3.8,4.1,"[1016, 2596, 4243, 4409, 9308, 39491, 20082, 44537, 54184, 103403, 111141, 126030, 438606, 466631]",[728],https://fr.web.img6.acsta.net/medias/nmedia/18/64/34/22/18770978.jpg
